Iteration: 10000; Percent complete: 0.5%; Average loss: 4.4594; Perplexity: 86.43
Iteration: 58; Percent complete: 0.0%; Average loss: 5.8727; Perplexity: 355.20
Iteration: 59; Percent complete: 0.0%; Average loss: 5.6983; Perplexity: 298.37
Iteration: 60; Percent complete: 0.0%; Average loss: 5.7497; Perplexity: 314.08
Iteration: 61; Percent complete: 0.0%; Average loss: 5.6965; Perplexity: 297.81
Iteration: 62; Percent complete: 0.0%; Average loss: 5.5042; Perplexity: 245.73
Iteration: 63; Percent complete: 0.0%; Average loss: 5.6700; Perplexity: 290.02
Iteration: 64; Percent complete: 0.0%; Average loss: 5.6575; Perplexity: 286.42
Iteration: 65; Percent complete: 0.0%; Average loss: 5.6024; Perplexity: 271.06
Iteration: 66; Percent complete: 0.0%; Average loss: 5.8205; Perplexity: 337.13
Iteration: 67; Percent complete: 0.0%; Average loss: 5.6078; Perplexity: 272.55
Iteration: 68; Percent complete: 0.0%; Average loss: 5.6358; Perplexity: 280.28
Iteration: 69; Percent complete: 0.0%; Average loss: 5.6596; Perplexity: 287.04
Iteration: 70; Percent complete: 0.0%; Average loss: 5.7591; Perplexity: 317.07
Iteration: 71; Percent complete: 0.0%; Average loss: 5.5652; Perplexity: 261.18
Iteration: 72; Percent complete: 0.0%; Average loss: 5.4893; Perplexity: 242.10
Iteration: 73; Percent complete: 0.0%; Average loss: 5.6838; Perplexity: 294.06
Iteration: 74; Percent complete: 0.0%; Average loss: 5.6024; Perplexity: 271.08
Iteration: 75; Percent complete: 0.0%; Average loss: 5.7780; Perplexity: 323.13
Iteration: 76; Percent complete: 0.0%; Average loss: 5.7739; Perplexity: 321.78
Iteration: 77; Percent complete: 0.0%; Average loss: 5.4698; Perplexity: 237.42
Iteration: 78; Percent complete: 0.0%; Average loss: 5.7302; Perplexity: 308.03
Iteration: 79; Percent complete: 0.0%; Average loss: 5.5269; Perplexity: 251.36
Iteration: 80; Percent complete: 0.0%; Average loss: 5.5152; Perplexity: 248.45
Iteration: 81; Percent complete: 0.0%; Average loss: 5.6943; Perplexity: 297.17
Iteration: 82; Percent complete: 0.0%; Average loss: 5.6904; Perplexity: 296.01
Iteration: 83; Percent complete: 0.0%; Average loss: 5.5948; Perplexity: 269.02
Iteration: 84; Percent complete: 0.0%; Average loss: 5.7189; Perplexity: 304.55
Iteration: 85; Percent complete: 0.0%; Average loss: 5.7005; Perplexity: 299.01
Iteration: 86; Percent complete: 0.0%; Average loss: 5.4026; Perplexity: 221.99
Iteration: 87; Percent complete: 0.0%; Average loss: 5.7311; Perplexity: 308.29
Iteration: 88; Percent complete: 0.0%; Average loss: 5.5363; Perplexity: 253.73
Iteration: 89; Percent complete: 0.0%; Average loss: 5.5437; Perplexity: 255.62
Iteration: 90; Percent complete: 0.0%; Average loss: 5.5897; Perplexity: 267.66
Iteration: 91; Percent complete: 0.0%; Average loss: 5.7838; Perplexity: 325.01
Iteration: 92; Percent complete: 0.0%; Average loss: 5.5997; Perplexity: 270.33
Iteration: 1; Percent complete: 0.0%; Average loss: 8.6319; Perplexity: 5607.99
Iteration: 2; Percent complete: 0.0%; Average loss: 8.3651; Perplexity: 4294.51
Iteration: 3; Percent complete: 0.0%; Average loss: 8.3515; Perplexity: 4236.45
Iteration: 4; Percent complete: 0.0%; Average loss: 8.0071; Perplexity: 3002.26
Iteration: 5; Percent complete: 0.0%; Average loss: 7.9342; Perplexity: 2791.10
Iteration: 6; Percent complete: 0.0%; Average loss: 7.9274; Perplexity: 2772.07
Iteration: 7; Percent complete: 0.0%; Average loss: 7.5372; Perplexity: 1876.64
Iteration: 8; Percent complete: 0.0%; Average loss: 6.9190; Perplexity: 1011.30
Iteration: 9; Percent complete: 0.0%; Average loss: 6.6549; Perplexity: 776.59
Iteration: 10; Percent complete: 0.0%; Average loss: 6.3792; Perplexity: 589.45
Iteration: 11; Percent complete: 0.0%; Average loss: 6.6718; Perplexity: 789.83
Iteration: 12; Percent complete: 0.0%; Average loss: 6.2030; Perplexity: 494.21
Iteration: 13; Percent complete: 0.0%; Average loss: 6.3059; Perplexity: 547.81
Iteration: 14; Percent complete: 0.0%; Average loss: 6.9381; Perplexity: 1030.83
Iteration: 15; Percent complete: 0.0%; Average loss: 6.1755; Perplexity: 480.82
Iteration: 16; Percent complete: 0.0%; Average loss: 6.1910; Perplexity: 488.34
Iteration: 17; Percent complete: 0.0%; Average loss: 6.5961; Perplexity: 732.21
Iteration: 18; Percent complete: 0.0%; Average loss: 5.9076; Perplexity: 367.84
Iteration: 19; Percent complete: 0.0%; Average loss: 6.1771; Perplexity: 481.59
Iteration: 20; Percent complete: 0.0%; Average loss: 6.1819; Perplexity: 483.92
Iteration: 21; Percent complete: 0.0%; Average loss: 5.9049; Perplexity: 366.81
Iteration: 22; Percent complete: 0.0%; Average loss: 5.8210; Perplexity: 337.30
Iteration: 23; Percent complete: 0.0%; Average loss: 6.0230; Perplexity: 412.81
Iteration: 24; Percent complete: 0.0%; Average loss: 5.5649; Perplexity: 261.10
Iteration: 25; Percent complete: 0.0%; Average loss: 5.7265; Perplexity: 306.89
Iteration: 26; Percent complete: 0.0%; Average loss: 6.2457; Perplexity: 515.77
Iteration: 27; Percent complete: 0.0%; Average loss: 5.8902; Perplexity: 361.50
Iteration: 28; Percent complete: 0.0%; Average loss: 5.8582; Perplexity: 350.10
Iteration: 29; Percent complete: 0.0%; Average loss: 5.8888; Perplexity: 360.97
Iteration: 30; Percent complete: 0.0%; Average loss: 5.7256; Perplexity: 306.62
Iteration: 31; Percent complete: 0.0%; Average loss: 5.7556; Perplexity: 315.96
Iteration: 32; Percent complete: 0.0%; Average loss: 5.7105; Perplexity: 302.03
Iteration: 33; Percent complete: 0.0%; Average loss: 5.8255; Perplexity: 338.83
Iteration: 34; Percent complete: 0.0%; Average loss: 5.7836; Perplexity: 324.93
Iteration: 35; Percent complete: 0.0%; Average loss: 5.8991; Perplexity: 364.71
Iteration: 36; Percent complete: 0.0%; Average loss: 5.7842; Perplexity: 325.12
Iteration: 37; Percent complete: 0.0%; Average loss: 5.6607; Perplexity: 287.36
Iteration: 38; Percent complete: 0.0%; Average loss: 5.8084; Perplexity: 333.10
Iteration: 39; Percent complete: 0.0%; Average loss: 5.7313; Perplexity: 308.38
Iteration: 40; Percent complete: 0.0%; Average loss: 6.0058; Perplexity: 405.77
Iteration: 41; Percent complete: 0.0%; Average loss: 5.8817; Perplexity: 358.42
Iteration: 42; Percent complete: 0.0%; Average loss: 5.7105; Perplexity: 302.02
Iteration: 43; Percent complete: 0.0%; Average loss: 5.5584; Perplexity: 259.40
Iteration: 44; Percent complete: 0.0%; Average loss: 5.8593; Perplexity: 350.49
Iteration: 45; Percent complete: 0.0%; Average loss: 5.6905; Perplexity: 296.03
Iteration: 46; Percent complete: 0.0%; Average loss: 5.7043; Perplexity: 300.16
Iteration: 47; Percent complete: 0.0%; Average loss: 5.6715; Perplexity: 290.47
Iteration: 48; Percent complete: 0.0%; Average loss: 5.8141; Perplexity: 334.98
Iteration: 49; Percent complete: 0.0%; Average loss: 5.5515; Perplexity: 257.64
Iteration: 50; Percent complete: 0.0%; Average loss: 5.7245; Perplexity: 306.27
Iteration: 51; Percent complete: 0.0%; Average loss: 5.8011; Perplexity: 330.66
Iteration: 52; Percent complete: 0.0%; Average loss: 5.6062; Perplexity: 272.10
Iteration: 53; Percent complete: 0.0%; Average loss: 5.6621; Perplexity: 287.75
Iteration: 54; Percent complete: 0.0%; Average loss: 5.6110; Perplexity: 273.41
Iteration: 55; Percent complete: 0.0%; Average loss: 5.5277; Perplexity: 251.58
Iteration: 56; Percent complete: 0.0%; Average loss: 5.5259; Perplexity: 251.10
Iteration: 57; Percent complete: 0.0%; Average loss: 5.4768; Perplexity: 239.08
Iteration: 58; Percent complete: 0.0%; Average loss: 5.5811; Perplexity: 265.36
Iteration: 59; Percent complete: 0.0%; Average loss: 5.6394; Perplexity: 281.29
Iteration: 60; Percent complete: 0.0%; Average loss: 5.6561; Perplexity: 286.02
Iteration: 61; Percent complete: 0.0%; Average loss: 5.7662; Perplexity: 319.33
Iteration: 62; Percent complete: 0.0%; Average loss: 5.7516; Perplexity: 314.68
Iteration: 63; Percent complete: 0.0%; Average loss: 5.7090; Perplexity: 301.58
Iteration: 64; Percent complete: 0.0%; Average loss: 5.5880; Perplexity: 267.20
Iteration: 65; Percent complete: 0.0%; Average loss: 5.5167; Perplexity: 248.81
Iteration: 66; Percent complete: 0.0%; Average loss: 5.7885; Perplexity: 326.51
Iteration: 67; Percent complete: 0.0%; Average loss: 5.5047; Perplexity: 245.85
Iteration: 68; Percent complete: 0.0%; Average loss: 5.6016; Perplexity: 270.86
Iteration: 69; Percent complete: 0.0%; Average loss: 5.6292; Perplexity: 278.44
Iteration: 70; Percent complete: 0.0%; Average loss: 5.8707; Perplexity: 354.48
Iteration: 71; Percent complete: 0.0%; Average loss: 6.0214; Perplexity: 412.17
Iteration: 72; Percent complete: 0.0%; Average loss: 5.8052; Perplexity: 332.02
Iteration: 73; Percent complete: 0.0%; Average loss: 5.4236; Perplexity: 226.70
Iteration: 74; Percent complete: 0.0%; Average loss: 5.4990; Perplexity: 244.45
Iteration: 75; Percent complete: 0.0%; Average loss: 5.4152; Perplexity: 224.79
Iteration: 76; Percent complete: 0.0%; Average loss: 5.7288; Perplexity: 307.61
Iteration: 77; Percent complete: 0.0%; Average loss: 5.8234; Perplexity: 338.11
Iteration: 78; Percent complete: 0.0%; Average loss: 5.7943; Perplexity: 328.41
Iteration: 79; Percent complete: 0.0%; Average loss: 5.5554; Perplexity: 258.62
Iteration: 80; Percent complete: 0.0%; Average loss: 5.9729; Perplexity: 392.63
Iteration: 81; Percent complete: 0.0%; Average loss: 5.7204; Perplexity: 305.03
Iteration: 82; Percent complete: 0.0%; Average loss: 5.6481; Perplexity: 283.75
Iteration: 83; Percent complete: 0.0%; Average loss: 5.5475; Perplexity: 256.59
Iteration: 84; Percent complete: 0.0%; Average loss: 5.5214; Perplexity: 249.99
Iteration: 85; Percent complete: 0.0%; Average loss: 5.4948; Perplexity: 243.43
Iteration: 86; Percent complete: 0.0%; Average loss: 5.5354; Perplexity: 253.50
Iteration: 87; Percent complete: 0.0%; Average loss: 5.7400; Perplexity: 311.06
Iteration: 88; Percent complete: 0.0%; Average loss: 5.4314; Perplexity: 228.47
Iteration: 89; Percent complete: 0.0%; Average loss: 5.5822; Perplexity: 265.66
Iteration: 90; Percent complete: 0.0%; Average loss: 5.4438; Perplexity: 231.32
Iteration: 91; Percent complete: 0.0%; Average loss: 5.7179; Perplexity: 304.26
Iteration: 92; Percent complete: 0.0%; Average loss: 5.4790; Perplexity: 239.60
Iteration: 93; Percent complete: 0.0%; Average loss: 5.5725; Perplexity: 263.08
Iteration: 94; Percent complete: 0.0%; Average loss: 5.3733; Perplexity: 215.58
Iteration: 95; Percent complete: 0.0%; Average loss: 5.3575; Perplexity: 212.20
Iteration: 96; Percent complete: 0.0%; Average loss: 5.5413; Perplexity: 255.01
Iteration: 97; Percent complete: 0.0%; Average loss: 5.5054; Perplexity: 246.01
Iteration: 98; Percent complete: 0.0%; Average loss: 5.5807; Perplexity: 265.26
Iteration: 99; Percent complete: 0.0%; Average loss: 5.7006; Perplexity: 299.04
Iteration: 100; Percent complete: 0.0%; Average loss: 5.7161; Perplexity: 303.71
Iteration: 101; Percent complete: 0.0%; Average loss: 5.3617; Perplexity: 213.09
Iteration: 102; Percent complete: 0.0%; Average loss: 5.3725; Perplexity: 215.39
Iteration: 103; Percent complete: 0.0%; Average loss: 5.6542; Perplexity: 285.48
Iteration: 104; Percent complete: 0.0%; Average loss: 5.5407; Perplexity: 254.85
Iteration: 105; Percent complete: 0.0%; Average loss: 5.5303; Perplexity: 252.21
Iteration: 106; Percent complete: 0.0%; Average loss: 5.6335; Perplexity: 279.64
Iteration: 107; Percent complete: 0.0%; Average loss: 5.5476; Perplexity: 256.62
Iteration: 108; Percent complete: 0.0%; Average loss: 5.6338; Perplexity: 279.73
Iteration: 109; Percent complete: 0.0%; Average loss: 5.7268; Perplexity: 306.98
Iteration: 110; Percent complete: 0.0%; Average loss: 5.6673; Perplexity: 289.25
Iteration: 111; Percent complete: 0.0%; Average loss: 5.9374; Perplexity: 378.95
Iteration: 112; Percent complete: 0.0%; Average loss: 5.7279; Perplexity: 307.32
Iteration: 113; Percent complete: 0.0%; Average loss: 5.6368; Perplexity: 280.55
Iteration: 114; Percent complete: 0.0%; Average loss: 5.3896; Perplexity: 219.11
Iteration: 115; Percent complete: 0.0%; Average loss: 5.6985; Perplexity: 298.41
Iteration: 116; Percent complete: 0.0%; Average loss: 5.5845; Perplexity: 266.27
Iteration: 117; Percent complete: 0.0%; Average loss: 5.8456; Perplexity: 345.72
Iteration: 118; Percent complete: 0.0%; Average loss: 5.7868; Perplexity: 325.98
Iteration: 119; Percent complete: 0.0%; Average loss: 5.4923; Perplexity: 242.82
Iteration: 120; Percent complete: 0.0%; Average loss: 5.7202; Perplexity: 304.97
Iteration: 121; Percent complete: 0.0%; Average loss: 5.8037; Perplexity: 331.52
Iteration: 122; Percent complete: 0.0%; Average loss: 6.0674; Perplexity: 431.57
Iteration: 123; Percent complete: 0.0%; Average loss: 5.6788; Perplexity: 292.59
Iteration: 124; Percent complete: 0.0%; Average loss: 6.2008; Perplexity: 493.14
Iteration: 125; Percent complete: 0.0%; Average loss: 7.2325; Perplexity: 1383.73
Iteration: 126; Percent complete: 0.0%; Average loss: 7.1965; Perplexity: 1334.79
Iteration: 127; Percent complete: 0.0%; Average loss: 6.3921; Perplexity: 597.13
Iteration: 128; Percent complete: 0.0%; Average loss: 5.5950; Perplexity: 269.08
Iteration: 129; Percent complete: 0.0%; Average loss: 5.5209; Perplexity: 249.85
Iteration: 130; Percent complete: 0.0%; Average loss: 5.7934; Perplexity: 328.13
Iteration: 131; Percent complete: 0.0%; Average loss: 5.4822; Perplexity: 240.37
Iteration: 132; Percent complete: 0.0%; Average loss: 5.6707; Perplexity: 290.23
Iteration: 133; Percent complete: 0.0%; Average loss: 5.5750; Perplexity: 263.76
Iteration: 134; Percent complete: 0.0%; Average loss: 5.4207; Perplexity: 226.04
Iteration: 135; Percent complete: 0.0%; Average loss: 5.6165; Perplexity: 274.92
Iteration: 136; Percent complete: 0.0%; Average loss: 5.3900; Perplexity: 219.20
Iteration: 137; Percent complete: 0.0%; Average loss: 5.4209; Perplexity: 226.09
Iteration: 138; Percent complete: 0.0%; Average loss: 5.6935; Perplexity: 296.94
Iteration: 139; Percent complete: 0.0%; Average loss: 5.6391; Perplexity: 281.22
Iteration: 140; Percent complete: 0.0%; Average loss: 5.4790; Perplexity: 239.60
Iteration: 141; Percent complete: 0.0%; Average loss: 5.4069; Perplexity: 222.94
Iteration: 142; Percent complete: 0.0%; Average loss: 5.5814; Perplexity: 265.44
Iteration: 143; Percent complete: 0.0%; Average loss: 5.2168; Perplexity: 184.34
Iteration: 144; Percent complete: 0.0%; Average loss: 5.5019; Perplexity: 245.15
Iteration: 145; Percent complete: 0.0%; Average loss: 5.2436; Perplexity: 189.34
Iteration: 146; Percent complete: 0.0%; Average loss: 5.3086; Perplexity: 202.06
Iteration: 147; Percent complete: 0.0%; Average loss: 5.6315; Perplexity: 279.07
Iteration: 148; Percent complete: 0.0%; Average loss: 5.8562; Perplexity: 349.38
Iteration: 149; Percent complete: 0.0%; Average loss: 5.4379; Perplexity: 229.96
Iteration: 150; Percent complete: 0.0%; Average loss: 5.3382; Perplexity: 208.14
Iteration: 151; Percent complete: 0.0%; Average loss: 5.5921; Perplexity: 268.29
Iteration: 152; Percent complete: 0.0%; Average loss: 5.2104; Perplexity: 183.17
Iteration: 153; Percent complete: 0.0%; Average loss: 5.4993; Perplexity: 244.52
Iteration: 154; Percent complete: 0.0%; Average loss: 5.4926; Perplexity: 242.89
Iteration: 155; Percent complete: 0.0%; Average loss: 5.4605; Perplexity: 235.21
Iteration: 156; Percent complete: 0.0%; Average loss: 5.9531; Perplexity: 384.95
Iteration: 157; Percent complete: 0.0%; Average loss: 5.9824; Perplexity: 396.37
Iteration: 158; Percent complete: 0.0%; Average loss: 5.7251; Perplexity: 306.47
Iteration: 159; Percent complete: 0.0%; Average loss: 5.4546; Perplexity: 233.84
Iteration: 160; Percent complete: 0.0%; Average loss: 5.3991; Perplexity: 221.20
Iteration: 161; Percent complete: 0.0%; Average loss: 5.4761; Perplexity: 238.90
Iteration: 162; Percent complete: 0.0%; Average loss: 5.6824; Perplexity: 293.66
Iteration: 163; Percent complete: 0.0%; Average loss: 5.6665; Perplexity: 289.03
Iteration: 164; Percent complete: 0.0%; Average loss: 5.4216; Perplexity: 226.24
Iteration: 165; Percent complete: 0.0%; Average loss: 5.5063; Perplexity: 246.23
Iteration: 166; Percent complete: 0.0%; Average loss: 5.4992; Perplexity: 244.50
Iteration: 167; Percent complete: 0.0%; Average loss: 5.7521; Perplexity: 314.85
Iteration: 168; Percent complete: 0.0%; Average loss: 5.4040; Perplexity: 222.29
Iteration: 169; Percent complete: 0.0%; Average loss: 5.5285; Perplexity: 251.77
Iteration: 170; Percent complete: 0.0%; Average loss: 5.3868; Perplexity: 218.51
Iteration: 171; Percent complete: 0.0%; Average loss: 5.3469; Perplexity: 209.95
Iteration: 172; Percent complete: 0.0%; Average loss: 5.4034; Perplexity: 222.15
Iteration: 173; Percent complete: 0.0%; Average loss: 5.5881; Perplexity: 267.22
Iteration: 174; Percent complete: 0.0%; Average loss: 5.6267; Perplexity: 277.74
Iteration: 175; Percent complete: 0.0%; Average loss: 5.7899; Perplexity: 326.98
Iteration: 176; Percent complete: 0.0%; Average loss: 5.6320; Perplexity: 279.22
Iteration: 177; Percent complete: 0.0%; Average loss: 5.6381; Perplexity: 280.92
Iteration: 178; Percent complete: 0.0%; Average loss: 5.4801; Perplexity: 239.86
Iteration: 179; Percent complete: 0.0%; Average loss: 5.3030; Perplexity: 200.94
Iteration: 180; Percent complete: 0.0%; Average loss: 5.5138; Perplexity: 248.10
Iteration: 181; Percent complete: 0.0%; Average loss: 5.4905; Perplexity: 242.37
Iteration: 182; Percent complete: 0.0%; Average loss: 5.4261; Perplexity: 227.26
Iteration: 183; Percent complete: 0.0%; Average loss: 5.5334; Perplexity: 253.01
Iteration: 184; Percent complete: 0.0%; Average loss: 5.3535; Perplexity: 211.35
Iteration: 185; Percent complete: 0.0%; Average loss: 5.8349; Perplexity: 342.03
Iteration: 186; Percent complete: 0.0%; Average loss: 5.3281; Perplexity: 206.04
Iteration: 187; Percent complete: 0.0%; Average loss: 5.5235; Perplexity: 250.51
Iteration: 188; Percent complete: 0.0%; Average loss: 5.7821; Perplexity: 324.43
Iteration: 1; Percent complete: 0.0%; Average loss: 8.6887; Perplexity: 5935.29
Iteration: 100; Percent complete: 0.0%; Average loss: 5.8575; Perplexity: 349.85
Iteration: 200; Percent complete: 0.0%; Average loss: 5.5294; Perplexity: 252.00
Iteration: 300; Percent complete: 0.0%; Average loss: 5.4997; Perplexity: 244.61
Iteration: 400; Percent complete: 0.0%; Average loss: 5.2632; Perplexity: 193.10
Iteration: 500; Percent complete: 0.0%; Average loss: 5.2714; Perplexity: 194.69
