post,response,score,emotion
i really like where i m at now .,i don t to yourself you,0.7784294369630516,3
i really like where i m at now .,i don t to yourself .,0.9256899601314218,4
careful . that s bad luck .,thank you too lot .,0.34643422938617213,0
careful . that s bad luck .,thank you too idea .,0.45225568947249223,1
careful . that s bad luck .,thank you too much .,0.45706675640706507,2
careful . that s bad luck .,thank you too much .,0.22018006470586574,3
careful . that s bad luck .,thank you too much .,0.4306656639756901,4
that s not what i meant .,welcome then . then it s,0.9089750847779214,0
that s not what i meant .,and then you know it up away .,0.7329996435160865,1
that s not what i meant .,what did you then ?,0.7472182863524982,2
that s not what i meant .,then what did you . on responsibility .,0.7897396708518499,3
that s not what i meant .,so then you know it called responsibility .,0.6214746971418208,4
have you got any wine or spirits ?,no i don t drink .,0.011681283125653863,0
have you got any wine or spirits ?,no i don t drink .,0.06737880600849167,1
have you got any wine or spirits ?,i don t drink .,0.3042316128100668,2
have you got any wine or spirits ?,oh i don t drink .,0.3918238691985607,3
have you got any wine or spirits ?,i don t drink .,0.33359252555029734,4
don t worry . you ll be fine .,i ll like to cooking .,0.2832873143488541,0
don t worry . you ll be fine .,i love you be .,0.5145937012774604,1
don t worry . you ll be fine .,i mean you promise .,0.6847159871831536,2
don t worry . you ll be fine .,i mean about so .,0.6064746752381325,3
don t worry . you ll be fine .,i mean afraid promise .,0.5649680709466338,4
i enjoy the various characters and the plot .,well . i like the thom birds .,0.2842353160493076,0
i enjoy the various characters and the plot .,y know i like the thom of best .,0.37585825650915633,1
i enjoy the various characters and the plot .,well . i like the thom of best .,0.7869557725605112,2
i enjoy the various characters and the plot .,well i ve money the thom of best .,0.6362154145143987,3
i enjoy the various characters and the plot .,well i ve wear the thom of best .,0.463092028419851,4
hey david . would you like some drinks ?,no how kinds of it ?,0.6494915713556111,0
hey david . would you like some drinks ?,would we have some .,0.9126968160271645,1
hey david . would you like some drinks ?,hello how many of you ?,0.4201133711030707,2
hey david . would you like some drinks ?,how about some idea .,0.7595622659677507,3
hey david . would you like some drinks ?,hello . how much .,0.8117122064743724,4
this is gotta be a game right ?,yes it is not late .,0.47206432535313075,0
this is gotta be a game right ?,yes think . it s go .,0.6404593182313774,1
this is gotta be a game right ?,yes really . and it s right ?,0.4608930129208602,2
this is gotta be a game right ?,yes really . it s it .,0.5976243557201492,3
this is gotta be a game right ?,yes really . it s up .,0.7831270997929904,4
what is it doing ?,who s going to keep the .,0.9290136728021834,0
what is it doing ?,just key . s keep you .,1.0024539083242416,1
what is it doing ?,i wish . i can do .,1.182266354560852,2
what is it doing ?,i wish he s just you .,1.0077826546298132,3
what is it doing ?,i wish you do . you . ?,0.9635489821899682,4
then how come you got the fine ?,i don t know .,0.28692888082670315,0
then how come you got the fine ?,i really don t know my good .,1.011017399872071,1
then how come you got the fine ?,i was . like .,1.0160944046718734,2
then how come you got the fine ?,i have like care .,0.7274067548901907,3
then how come you got the fine ?,i was . care .,0.889091819524765,4
when did you start singing ?,i m going to register right .,0.38932043327076826,0
when did you start singing ?,i m going back .,0.48145182541338727,1
when did you start singing ?,i m t home .,0.3889349163551482,2
when did you start singing ?,i m going home .,0.38383304528127027,3
when did you start singing ?,i m going home .,0.2982094765206317,4
i ve booked an air ticket to venice .,yeah . where go ?,0.7149364069170717,0
i ve booked an air ticket to venice .,let s meet too .,0.7682132345757314,1
i ve booked an air ticket to venice .,may i have another ?,0.661122168813433,2
i ve booked an air ticket to venice .,i m . good .,0.6174797330583844,3
i ve booked an air ticket to venice .,i m in too .,0.6191641810749259,4
i know you can do it .,you am really of someone .,1.0377214793115854,0
i know you can do it .,i really got t you .,0.8529931176453829,1
i know you can do it .,tell me . i can .,0.5844100266695023,2
i know you can do it .,because you can t know .,0.541406650096178,3
i know you can do it .,i don t of you .,0.6258426466956735,4
we ve got work to do .,sure you can t . talk ?,0.7391439899802208,0
we ve got work to do .,hey you told him .,0.5194811863558633,1
we ve got work to do .,not right . what work ?,0.8640404505422339,2
we ve got work to do .,hey i told you no .,0.6775799309834838,3
we ve got work to do .,hey huh . you ve work ?,0.4543125166900508,4
that s more like it .,thank you so big with the,0.861500876955688,0
that s more like it .,thank you your without . ?,0.8813057020306587,1
that s more like it .,that are wonderful without . ?,0.86546840518713,2
that s more like it .,thank you very one .,0.896394199824759,3
that s more like it .,no . it s a black wedding ?,1.0086166728287935,4
guess i kind of lost it there .,did you run in off ?,0.5181268827291206,0
guess i kind of lost it there .,won t you run ?,0.4964592621794769,1
guess i kind of lost it there .,can t you run ?,0.6083209748779025,2
guess i kind of lost it there .,can you walk done ?,0.6048974437373025,3
guess i kind of lost it there .,can t you run off ?,0.25360908458242193,4
that sounds good . let me see one .,here s the latest model digital barbie .,0.039554223604500297,0
that sounds good . let me see one .,here s the latest model digital barbie .,0.1427006216952577,1
that sounds good . let me see one .,your name you write them digital barbie .,0.5532059844583272,2
that sounds good . let me see one .,there s see you model digital barbie .,0.5613520787563175,3
that sounds good . let me see one .,your name are you model digital ?,0.47278396705062026,4
that s great news .,your daughter is a wonderful student .,0.21521706910183036,0
that s great news .,your daughter is happy down .,0.7451727455481887,1
that s great news .,god . my father .,0.2667587511241436,2
that s great news .,your wife my father .,0.6833515571696418,3
that s great news .,i m not money . great .,0.8162386508451568,4
how are you baby ?,everything s fine . later .,1.1319860992953181,0
how are you baby ?,i know where you are .,0.883667123503983,1
how are you baby ?,tell know i know .,1.0643191082136971,2
how are you baby ?,tell me . and you .,1.0789317414164543,3
how are you baby ?,tell know i know .,0.7884854525327682,4
do you have an english chinese dictionary ?,sure . this is this .,0.35154067270923406,0
do you have an english chinese dictionary ?,sure . come at the one .,0.5498323096997209,1
do you have an english chinese dictionary ?,sure . is that seen that ?,0.47336841084890896,2
do you have an english chinese dictionary ?,sure . is that here ?,0.4253244793508202,3
do you have an english chinese dictionary ?,sure . is that come ?,0.6332616157596931,4
here you go ! no pushing !,all right . let me see,0.43851899402216077,0
here you go ! no pushing !,no ! let are stop !,0.5242007942870259,1
here you go ! no pushing !,no thank you dad !,0.4749753217246117,2
here you go ! no pushing !,no . and are you !,0.5642627906054258,3
here you go ! no pushing !,thank you ! let me try .,0.7484898873501353,4
before i kill you .,i hope you happen about,0.540291469011988,0
before i kill you .,i ll get it come here .,0.6695293732854124,1
before i kill you .,i ll get it come here .,0.5259077263375124,2
before i kill you .,it s just it back here .,0.683173126851519,3
before i kill you .,i ll get it come here .,0.6627025707728333,4
how do you know so much ?,i told you feel much,0.7080242569957461,0
how do you know so much ?,how much feel if i feel ?,0.697561320486582,1
how do you know so much ?,i don t know .,0.7049247622489929,2
how do you know so much ?,how much you feel about ?,0.5658336915075779,3
how do you know so much ?,i don t feel .,0.5278069291796003,4
speaking . may i help you ?,i m like to report this car .,0.5583792548626662,0
speaking . may i help you ?,i m looking to book sent,0.7663187030702829,1
speaking . may i help you ?,i want you to drink missed me .,0.7780540235515219,2
speaking . may i help you ?,i want to find this checking,0.853605005890131,3
speaking . may i help you ?,i m to this of missed,0.8193791881203651,4
go inside at once .,is that really battery ?,0.8257988925491061,0
go inside at once .,did where is the place ?,0.3727546282698313,1
go inside at once .,do where is that why ?,0.7355397862556856,2
go inside at once .,why did you stay ?,0.7789573201111385,3
go inside at once .,who did about richard ?,0.6006034551454442,4
where do you live ?,in london .where do you live ?,0.11477684894796564,0
where do you live ?,i told you with my mother .,0.2923497600066993,1
where do you live ?,i told her with the mother ?,0.7758673184240857,2
where do you live ?,in my door with my mother .,0.6932604992244806,3
where do you live ?,i told in my business .,0.9003912378102541,4
i ll help you .,i really hope so much .,0.6602149121463299,0
i ll help you .,i really appreciate a .,0.5571706275056515,1
i ll help you .,i really . a .,1.1105138851063592,2
i ll help you .,as really as a . a,1.2236144058406353,3
i ll help you .,i really get a .,1.0702344104647636,4
are you really interested in doing something ?,i don t mind if you want to .,0.08782124834789845,0
are you really interested in doing something ?,i don t mind if . want to .,0.3521414027474996,1
are you really interested in doing something ?,i don t want to know you to .,0.5570668297448058,2
are you really interested in doing something ?,i don t know if i you to .,0.5119849510675439,3
are you really interested in doing something ?,actually don t have if you want to .,0.5054429497557232,4
what are you thinking of getting ?,i want to idea some dessert want .,0.36886457890104796,0
what are you thinking of getting ?,i want to idea of i want .,0.3375000866755727,1
what are you thinking of getting ?,i have to care to know think .,0.6074158468312817,2
what are you thinking of getting ?,i have to have to know think .,0.8345070105104242,3
what are you thinking of getting ?,i have to idea to i guess .,0.689376846900268,4
how often do you play tennis ?,twice a week . how about you ?,0.03982652301056078,0
how often do you play tennis ?,twice a week and a week .,0.4869304115159644,1
how often do you play tennis ?,twice i do . more .,1.0755035672336817,2
how often do you play tennis ?,more on a week .,0.8283183462917805,3
how often do you play tennis ?,how much i more .,0.902112677693367,4
you re planning to speak ?,she depends up and kill her .,0.8201211051653243,0
you re planning to speak ?,she makes her son .,0.6966468824871949,1
you re planning to speak ?,she s say and work .,0.9210138757480308,2
you re planning to speak ?,he s say and so say .,0.9325347302171091,3
you re planning to speak ?,twelve pills . and say .,1.014263135381043,4
how much are they ?,well the sale price is each .,0.06149982236739662,0
how much are they ?,the is forty each .,0.8200246436255318,1
how much are they ?,maybe the sale is forty .,0.916389336809516,2
how much are they ?,are forty a deal is forty .,0.8011836376455095,3
how much are they ?,forty dollars and each is .,0.7208559699356556,4
how near is she to death ?,she would be to she in .,0.7458609177524017,0
how near is she to death ?,she s she to a she on her .,0.5208395761438954,1
how near is she to death ?,she s give to be she think .,0.6935399416834116,2
how near is she to death ?,she s she s on she s think .,0.7315405608916928,3
how near is she to death ?,she could give it on the twelve .,0.6657373727764935,4
oh . thank you .,did i the come . ?,0.6958376616239548,0
oh . thank you .,wait . come on .,0.7103657679898399,1
oh . thank you .,come on mrs . ?,0.7902875053031104,2
oh . thank you .,what may i keep here ?,0.7776905318023637,3
oh . thank you .,wait . what liked you doing ?,0.7945228275429044,4
i m not afraid of her .,but i know just is coming .,0.6231617894437578,0
i m not afraid of her .,but you can t .,0.7264165484479496,1
i m not afraid of her .,but why i t .,0.7099001216036933,2
i m not afraid of her .,but i m afraid .,0.45604804530739784,3
i m not afraid of her .,i can t do it .,0.5671685300767422,4
i mean this this looks so great .,what seems this like ?,0.6985491961240768,0
i mean this this looks so great .,he s this great plan,0.7532257011958531,1
i mean this this looks so great .,it s still great ?,0.73961369906153,2
i mean this this looks so great .,it s working worse ?,0.5838861188718251,3
i mean this this looks so great .,this used t happen .,0.8918701921190534,4
six per day and two after each meal .,thank you we are time you,0.9550706153722787,0
six per day and two after each meal .,last year you like .,0.6811406218579837,1
six per day and two after each meal .,you didn t tell them ?,0.6351976071600802,2
six per day and two after each meal .,you were getting girl ?,0.8165669712637152,3
six per day and two after each meal .,you didn t tell you ?,0.5226904358714819,4
can you give me some room here ?,sure . where are where you be ?,0.4293678026646376,0
can you give me some room here ?,sure . what are you doing here ?,0.5890078667143825,1
can you give me some room here ?,sure . where can i be here ?,0.4044261435978115,2
can you give me some room here ?,yes . what are you doing here ?,0.6865085253899451,3
can you give me some room here ?,yes . where are you doing ?,0.5196597330893079,4
i think she liked me .,which one would you going to .,0.8612224981188774,0
i think she liked me .,but she s a pretty a .,0.9148770852221383,1
i think she liked me .,she ! she s a s .,0.8812218093209796,2
i think she liked me .,that ! she s an s .,0.8580983287344376,3
i think she liked me .,she s always out .,0.9148710880960736,4
yeah okay give that a try !,can i try you then ?,0.7002607883187011,0
yeah okay give that a try !,well i just want up much ?,0.7667081767900122,1
yeah okay give that a try !,well i just have up the,0.7858022823929787,2
yeah okay give that a try !,so i just have to the ?,0.6798145489560233,3
yeah okay give that a try !,how d you mean ?,0.7036038099655083,4
there s a problem with that .,is that wrong with that ?,0.4866229835897684,0
there s a problem with that .,what s the problem ?,0.35083980432578493,1
there s a problem with that .,what s the problem for ?,0.5967263160273433,2
there s a problem with that .,where s the problem ?,0.404712582805327,3
there s a problem with that .,where s the problem ?,0.4485850302236421,4
you re giving them to me ?,you re all right .,0.24391917824479087,0
you re giving them to me ?,you re not talking about well .,0.5042626984003518,1
you re giving them to me ?,not all your baby about you .,0.543071665852848,2
you re giving them to me ?,it s not about when .,0.5782984119141474,3
you re giving them to me ?,you re your way when i re .,0.5695698331604945,4
you wouldn t do a thing like that !,oh yes i would !,0.09939900591936228,0
you wouldn t do a thing like that !,oh yes i am !,0.4259044315133776,1
you wouldn t do a thing like that !,oh yes i am .,0.33441032469272614,2
you wouldn t do a thing like that !,oh yes i am .,0.2673120240547827,3
you wouldn t do a thing like that !,well yes i am .,0.38184676598757505,4
of course . how about you ?,you re so too .,0.5039604990410486,0
of course . how about you ?,thanks . thanks too .,0.5078922659158707,1
of course . how about you ?,thanks . you too . see you .,0.9363993969978764,2
of course . how about you ?,then you are too . see you .,0.9247522301971912,3
of course . how about you ?,you mean . thanks . i were ?,1.028852166433353,4
i m afraid she s going to walk .,ed . she s gone at lunch .,0.789476479125733,0
i m afraid she s going to walk .,ed she s be .,0.7355389680181231,1
i m afraid she s going to walk .,is there unless s that s ?,1.0672224577930238,2
i m afraid she s going to walk .,ed she s be . s .,1.0861551091074944,3
i m afraid she s going to walk .,we ll be out in that ?,0.8880681730806828,4
yes . i can lend you some .,what kind of you ?,0.3429625247206007,0
yes . i can lend you some .,i don t see you .,0.4067788121756166,1
yes . i can lend you some .,you don t see them,0.5524078453225749,2
yes . i can lend you some .,i don t see here .,0.5111454754078295,3
yes . i can lend you some .,i don t see you .,0.27422884572297335,4
excuse me i need your assistance .,may i have some car date now ?,0.6754781967320014,0
excuse me i need your assistance .,i m down it down with you .,0.6980561947508249,1
excuse me i need your assistance .,i won help you .,0.47690440927233013,2
excuse me i need your assistance .,oh run on my date .,0.7238268721848726,3
excuse me i need your assistance .,do you mind down my name ?,0.7041705708122916,4
i hope you got your money .,i you glad to .,0.800563667501722,0
i hope you got your money .,no . get to .,0.8653663183961596,1
i hope you got your money .,i hope you too .,0.9026501306465694,2
i hope you got your money .,all too okay of good man .,0.9200990337671505,3
i hope you got your money .,i gave you too .,0.8561758409653392,4
how many is a few ?,i ll be to three better .,0.6258749465147654,0
how many is a few ?,i ll be thinking and better .,0.7230814753307236,1
how many is a few ?,better than i think of ya be,0.676269981596205,2
how many is a few ?,i ll ask to see ya .,0.6674786168668005,3
how many is a few ?,i ll ask everything more better days .,0.663925501704216,4
what kind of work are you doing now ?,i m going to .,0.49118563698513235,0
what kind of work are you doing now ?,i m watching with under,0.6533413002117803,1
what kind of work are you doing now ?,i m t you ?,0.7175117388417546,2
what kind of work are you doing now ?,i m t finish under,0.8693754371488467,3
what kind of work are you doing now ?,i m t finish .,0.7772808820487366,4
do you want to talk ?,i d don t told me . ?,0.38096447874013395,0
do you want to talk ?,i d don t .,0.5792575675461974,1
do you want to talk ?,no . anything t .,0.9242826434118407,2
do you want to talk ?,i d love to .,0.7167610951832363,3
do you want to talk ?,are it on anything ?,0.813189164868423,4
yeah you re right .,we m not cool now . right on .,0.6967452778058135,0
yeah you re right .,we m not out .,0.700164159493787,1
yeah you re right .,we ll get it .,0.777348701442991,2
yeah you re right .,not right i m .,0.6093631189848695,3
yeah you re right .,even right i m right .,0.6728437887504697,4
what can i do for you today ?,i need to return a book .,0.47566957771778107,0
what can i do for you today ?,i need to return a book .,0.9276725099318557,1
what can i do for you today ?,i m need make .,0.9282086493580469,2
what can i do for you today ?,i need to make a .,0.9101625056937337,3
what can i do for you today ?,i need to make a .,1.013948162435554,4
oh it s really popular these days .,that s not so mom .,0.49687821615953004,0
oh it s really popular these days .,so ? that s so better .,0.4165881211714198,1
oh it s really popular these days .,so ? that s better ?,0.41129536530934274,2
oh it s really popular these days .,so what often that ?,0.6204118047441755,3
oh it s really popular these days .,yeah . not so lot .,0.5709057846106589,4
sam ! what a surprise !,i know what you said .,0.6497562107688282,0
sam ! what a surprise !,you re not what i mean .,0.34698925380507717,1
sam ! what a surprise !,i m not such right .,0.562573348521255,2
sam ! what a surprise !,you re not what i m .,0.6318730532139953,3
sam ! what a surprise !,you re not what i m,0.42231086269021034,4
it s free to all .,ok can you pay it for that ?,0.5814088307786733,0
it s free to all .,well can you pay it for it ?,0.7684740359487477,1
it s free to all .,well you can expect it .,0.7582248207181692,2
it s free to all .,what does it say it ?,0.6820845138281584,3
it s free to all .,it won it got it .,0.654737701639533,4
what is it you need me to do ?,do you want me a tell you ?,0.7043471967801451,0
what is it you need me to do ?,can you tell i read you ?,0.8606267993648846,1
what is it you need me to do ?,i wish you know .,1.0057529934814997,2
what is it you need me to do ?,why m want go you tell you ?,0.8528057586750947,3
what is it you need me to do ?,why can i do where you ?,0.8561044691337479,4
then we ll die .,probably we try some little bed .,0.9518577445091473,0
then we ll die .,otherwise we try enough .,0.7778113910130092,1
then we ll die .,because we re help we die .,0.735656582026018,2
then we ll die .,we try not . we re okay .,0.835551250987919,3
then we ll die .,otherwise you try to the die .,0.6317478295208679,4
evan stop ! you re gonna kill him !,no it s just me anyway !,0.8493081211733321,0
evan stop ! you re gonna kill him !,it s too not me,0.8003963918558189,1
evan stop ! you re gonna kill him !,who s not too me ?,0.8120223321020603,2
evan stop ! you re gonna kill him !,it s not too t me,0.7131026717834175,3
evan stop ! you re gonna kill him !,it s not too t it me .,0.780389842018485,4
you re in berths and a .,you should not go eating in,0.7406931258738041,0
you re in berths and a .,why did you go in bed ?,0.6321817401072217,1
you re in berths and a .,why should i go in ?,0.6857876721769571,2
you re in berths and a .,are you going to buy me ?,0.7653572098352015,3
you re in berths and a .,why should i go in pirate ?,0.6114391479641199,4
did you have a good trip ?,yes i got a time .,0.8558313632529462,0
did you have a good trip ?,yes i was not sure .,0.5743537253001705,1
did you have a good trip ?,yes . i first just .,0.8007541345432401,2
did you have a good trip ?,yes . i just .,0.94401125397001,3
did you have a good trip ?,yes . what is it ?,0.9571694985497743,4
that s where we re all going .,i am not favor to this shopping .,0.7473290965204796,0
that s where we re all going .,that s got to bed .,0.6278175436891615,1
that s where we re all going .,you wanna got this going this enough ?,0.842718596809209,2
that s where we re all going .,that s got that way enough .,0.7505719173285696,3
that s where we re all going .,you wanna got get going this enough ?,0.8940928682815865,4
no i don t think so .,how do i noise with ?,0.5374441780149937,0
no i don t think so .,how do he sake ?,0.6141329322542463,1
no i don t think so .,how do i sake for ?,0.829774234443903,2
no i don t think so .,how do s sake ?,0.8663290441036224,3
no i don t think so .,for heaven s sake why not ?,0.21461206064042118,4
but thank you very much all the same .,sorry i ve t help you .,0.17825229657399985,0
but thank you very much all the same .,sorry . i ve you a you .,0.5385810265317559,1
but thank you very much all the same .,sorry i ve t better a you .,0.6982056649518199,2
but thank you very much all the same .,sorry i ve t help you .,0.5614662561565638,3
but thank you very much all the same .,sorry i think i ve . you .,0.6416202145803254,4
here take my credit card .,ok . please here please .,0.7487459536641836,0
here take my credit card .,just sign here please .,0.18612036015838385,1
here take my credit card .,ya sign here please .,0.4419929800289018,2
here take my credit card .,just sign here please .,0.32868620979466606,3
here take my credit card .,right sign here please .,0.7227505316425648,4
and in your eyes ?,i remember for one .,0.6718469521562968,0
and in your eyes ?,my name and happy .,0.9218799072716918,1
and in your eyes ?,i met them and .,1.2964151602770602,2
and in your eyes ?,my name . and my mom .,1.027068111165944,3
and in your eyes ?,my name . and my .,1.196664460003376,4
may i help you ?,i needed to ask you a book .,0.6967896908521652,0
may i help you ?,i m just the book .,0.7164528723806143,1
may i help you ?,i m just the .,0.7412408185856683,2
may i help you ?,i m just the .,0.6484951752104929,3
may i help you ?,i m just the .,0.7674025446176529,4
you don t want to know .,i think i think why .,0.6236634780652821,0
you don t want to know .,i think i do .,0.42584920009332045,1
you don t want to know .,i think i do .,0.12475984623389584,2
you don t want to know .,i think i do .,0.1630103046606694,3
you don t want to know .,i think i do .,0.18612063622900418,4
is this finished yet ?,yeah no . let it go .,0.7602079001565775,0
is this finished yet ?,no we ll go .,0.7195812862898622,1
is this finished yet ?,no i ll go you,0.6391487462180001,2
is this finished yet ?,no sir . let it go .,0.562841191344584,3
is this finished yet ?,no wait . go ahead .,0.4240146169322543,4
that s it . . .,listen . it s on .,0.9508829452097416,0
that s it . . .,the minute is . ? .,0.9111338760703802,1
that s it . . .,is my minute to christmas ?,0.4965550968190655,2
that s it . . .,your minute on my minute .,1.1051684016129002,3
that s it . . .,of a minute . come on .,0.9948500341140769,4
not being partial are you ?,i m extra for book .,0.5889851957908832,0
not being partial are you ?,i m in for you,0.7461115377289909,1
not being partial are you ?,i m in you ?,0.6470690986939839,2
not being partial are you ?,i m going for .,0.713870677032641,3
not being partial are you ?,i m got the ?,0.50893040693232,4
may i see your passport please ?,certainly . here it is .,0.050307443481869996,0
may i see your passport please ?,certainly . here it is .,0.12031401810236275,1
may i see your passport please ?,certainly . here is you .,0.521446131169796,2
may i see your passport please ?,certainly . here you are .,0.23087034816853702,3
may i see your passport please ?,certainly . here is here .,0.26401398703455925,4
hi can i help you ?,no thanks . i m just .,0.21738938387069437,0
hi can i help you ?,no thanks . i m just .,0.5413285460737016,1
hi can i help you ?,yes thanks . we m just .,0.581544222517146,2
hi can i help you ?,no thanks . we m just okay .,0.5536845056805759,3
hi can i help you ?,no thanks . we have,0.6402054737721171,4
that s a picture of me in japan .,and people always eat in then .,0.9100430185596148,0
that s a picture of me in japan .,you must be an hundred jerry .,0.7462844952113099,1
that s a picture of me in japan .,you re not an man to be man .,0.8701593205333066,2
that s a picture of me in japan .,you re always be an jerry .,0.7625255031873368,3
that s a picture of me in japan .,you re an man for call in .,0.9253885239362717,4
in yuan or yuan would be fine .,what would you like .,0.3959188592354102,0
in yuan or yuan would be fine .,what would you make .,0.3875289719019617,1
in yuan or yuan would be fine .,i need some down .,0.5798123449619327,2
in yuan or yuan would be fine .,i need you see .,0.5366917559877038,3
in yuan or yuan would be fine .,i ll want some .,0.6368636914661953,4
i told you i quit .,i didn t really know .,0.5872016330249608,0
i told you i quit .,and h i think .,0.7671861478260585,1
i told you i quit .,and what d i sleep silly ?,0.8126114273569934,2
i told you i quit .,then what d i sleep ?,0.6352405163925141,3
i told you i quit .,i didn t got him .,0.36116090521682054,4
pleasure is mine .here s my card .,do you have mine with .,0.696179335936904,0
pleasure is mine .here s my card .,do you are mine with .,0.6602537715807557,1
pleasure is mine .here s my card .,listen you are about .,0.5155316122940609,2
pleasure is mine .here s my card .,listen you are looking with .,0.6243516048416495,3
pleasure is mine .here s my card .,can you got playing ?,0.7114424152033669,4
don t you live somewhere ?,at it as my month ago .,0.8665495908353478,0
don t you live somewhere ?,truman i m every years ago .,0.7136102844443586,1
don t you live somewhere ?,someone have a mind .,0.8662121508802686,2
don t you live somewhere ?,town i m someone .,1.0801044351288251,3
don t you live somewhere ?,five but i have on town .,1.1315011935722497,4
are they filed alphabetically ?,no they are filed according to dates .,0.008635950680582028,0
are they filed alphabetically ?,no they are filed according to dates .,0.40014120100968287,1
are they filed alphabetically ?,no . we re according to dates .,0.33867725236759727,2
are they filed alphabetically ?,no . we are according to dates .,0.22974762622106937,3
are they filed alphabetically ?,no . we are according to dates .,0.10792109040849027,4
i m leaving you jake .,it s a nice model to me .,0.5102304150816053,0
i m leaving you jake .,oh it s nice a nice,0.5609169034287333,1
i m leaving you jake .,it s my nice me,0.6939851744100451,2
i m leaving you jake .,it s my nice .,0.5457197526203734,3
i m leaving you jake .,it s my nice .,0.4042247688131673,4
you want to dance ?,i can t dance fast .,0.2297693328000605,0
you want to dance ?,i . t dance fast .,0.5104924590559676,1
you want to dance ?,aren t you dance that aren t .,0.9147642616182565,2
you want to dance ?,there s all of fast .,0.9032171238213778,3
you want to dance ?,aren t it dance that s boy .,0.6930162468925118,4
you going to have the time ?,not minutes not yet .,0.706152217728751,0
you going to have the time ?,i think it s not pub .,0.5771006478203667,1
you going to have the time ?,i have field yet .,0.6278375387191772,2
you going to have the time ?,i have field possible .,0.7099028219069753,3
you going to have the time ?,it s not possible .,0.5966223470334496,4
this isn t funny !,hi so what do you want ?,0.561795803407828,0
this isn t funny !,no could i do it ?,0.3662028699181974,1
this isn t funny !,it could try . so,0.8143027552536556,2
this isn t funny !,so what is it ?,0.6236756518483162,3
this isn t funny !,walter . what are we doing ?,0.6980933926792608,4
there isn t much time !,how much is this ?,0.7105611733027867,0
there isn t much time !,it s just so a,0.7547135917203767,1
there isn t much time !,they ll say so .,0.6043250717754874,2
there isn t much time !,how do you mean ?,0.605963700584003,3
there isn t much time !,what do you mean ?,0.44856247931186644,4
i love anything with chocolate the best .,which way be with them ?,0.7799183279275894,0
i love anything with chocolate the best .,would you like with money ?,0.6982914842665195,1
i love anything with chocolate the best .,you ll bring the room .,0.7556027037790045,2
i love anything with chocolate the best .,you ll the live ?,0.7546759564429522,3
i love anything with chocolate the best .,you ll like me .,0.5835587078971523,4
on three ? you call it .,no honey it will take a help .,0.48988364562392234,0
on three ? you call it .,honey if it s a on to again .,0.7707888739268224,1
on three ? you call it .,no jack s on a name on .,0.5966329827497248,2
on three ? you call it .,no on t will t it on .,0.6027769891545176,3
on three ? you call it .,will my come back on it on .,0.651362944021821,4
